Property_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
976,SC30,RL,51,5900,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm
977,SC120,FV,35,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
978,SC20,RL,68,9450,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm
979,SC20,RL,80,8816,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
980,SC85,RL,0,12122,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
981,SC60,RL,98,12203,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
982,SC20,RL,43,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
983,SC60,RL,0,11250,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
984,SC90,RL,75,10125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
985,SC190,RL,68,10880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
986,SC50,RM,59,5310,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm
987,SC20,RL,83,10159,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
988,SC60,RL,0,12046,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
989,SC60,FV,65,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
990,SC60,RL,82,9452,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
991,SC70,RM,121,17671,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm
992,SC60,RL,80,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
993,SC60,RL,68,8846,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
994,SC20,RL,96,12456,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm
995,SC50,RL,51,4712,Pave,None,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm
996,SC20,RL,0,10659,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
997,SC20,RL,0,11717,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm
998,SC30,RM,60,9786,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
999,SC20,RL,64,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1000,SC20,RL,74,10206,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
1001,SC30,RL,60,5400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
1002,SC20,RL,75,11957,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm
1003,SC90,RL,0,11500,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn
1004,SC120,RL,43,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1005,SC80,RL,65,8385,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1006,SC20,RL,0,12155,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
1007,SC160,RM,21,2217,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1008,SC20,RL,43,12118,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
1009,SC50,RL,60,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
1010,SC50,RL,115,21286,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1011,SC90,RL,75,9825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1012,SC70,RL,55,10592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1013,SC30,RM,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1014,SC20,RL,60,11664,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
1015,SC60,RL,70,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1016,SC20,RL,73,11883,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1017,SC120,RL,0,5814,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm
1018,SC80,RL,0,10784,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm
1019,SC120,RL,43,3013,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1020,SC20,RL,60,7024,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1021,SC20,RL,64,7406,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1022,SC50,RM,52,9439,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1023,SC120,RL,43,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1024,SC20,RL,0,15498,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
1025,SC20,RL,70,7700,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1026,SC20,RL,73,9300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
1027,SC20,RL,71,9520,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
1028,SC50,RL,79,9492,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
1029,SC160,RM,21,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
1030,SC190,RH,0,7082,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
1031,SC75,RL,102,15863,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm
1032,SC60,RL,0,14541,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
1033,SC20,RL,0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1034,SC30,RL,50,6305,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1035,SC20,RL,0,11500,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
1036,SC20,RL,89,12898,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm
1037,SC60,RL,0,9240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1038,SC160,RM,21,1533,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1039,SC180,RM,21,1477,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1040,SC20,RL,88,13125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
1041,SC60,RL,0,9130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
1042,SC120,RL,34,5381,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1043,SC60,RL,86,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1044,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm
1045,SC20,RL,0,13680,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm
1046,SC60,RL,85,16056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
1047,SC20,RL,57,9245,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1048,SC20,RL,100,21750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
1049,SC20,RL,60,11100,Pave,None,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm
1050,SC20,RL,73,8993,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1051,SC20,RL,103,11175,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1052,SC60,RL,100,9500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm
1053,SC20,RL,68,8562,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm
1054,SC60,RL,90,11367,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1055,SC20,RL,104,11361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1056,SC120,RL,43,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1057,SC60,RL,0,29959,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm
1058,SC60,RL,96,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1059,SC50,RL,0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm
1060,SC120,RL,41,4920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
1061,SC30,C (all),120,18000,Grvl,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
1062,SC190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1063,SC30,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
1064,SC20,RL,0,11000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
1065,SC60,RL,80,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm
1066,SC60,RL,59,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1067,SC60,RL,80,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm
1068,SC160,RM,42,3964,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1069,SC45,RL,60,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1070,SC20,RL,72,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1071,SC60,RL,78,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
1072,SC50,RL,50,7585,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
1073,SC60,RL,75,7950,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm
1074,SC20,RL,74,8556,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1075,SC70,RL,75,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1076,SC50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1077,SC20,RL,0,15870,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
1078,SC120,RM,37,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1079,SC20,RL,65,8775,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1080,SC20,RL,80,11040,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1081,SC20,RL,75,7500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
1082,SC20,RL,70,8749,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1083,SC20,RL,80,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1084,SC60,RL,0,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
1085,SC85,RL,73,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1086,SC160,RM,0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
1087,SC60,FV,85,10574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
1088,SC160,RM,24,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1089,SC120,FV,37,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
1090,SC90,RL,60,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
1091,SC160,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
1092,SC50,RL,60,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
1093,SC20,RL,71,9230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
1094,SC20,RL,74,5868,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1095,SC20,RL,78,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1096,SC70,RM,60,6882,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
1097,SC120,RL,0,3696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
1098,SC50,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
1099,SC20,RL,82,11880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
1100,SC30,RL,60,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
1101,SC20,RL,61,9758,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1102,SC20,RL,70,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1103,SC20,RL,79,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
1104,SC160,RM,24,2016,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
1105,SC60,RL,98,12256,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
1106,SC20,RL,114,10357,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm
1107,SC60,RL,168,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm
1108,SC60,RL,0,8063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1109,SC20,RL,107,11362,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1110,SC60,RL,0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1111,SC60,RL,80,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1112,SC20,RL,73,7100,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
1113,SC20,RL,66,8923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1114,SC20,RL,90,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1115,SC20,RL,93,12085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1116,SC80,RL,0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1117,SC20,RL,57,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm
1118,SC80,RL,85,13825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1119,SC20,RL,70,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1120,SC30,RM,59,8263,Pave,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm
1121,SC20,RL,84,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1122,SC20,RL,0,8926,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
1123,SC20,RL,50,9405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1124,SC80,RL,0,9125,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1125,SC20,RL,60,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1126,SC120,RL,53,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
1127,SC20,RL,182,14572,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
1128,SC60,RL,59,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1129,SC90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1130,SC50,RL,65,7804,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
1131,SC20,RL,63,10712,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
1132,SC70,RM,90,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1133,SC60,RL,80,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1134,SC60,RL,57,8773,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1135,SC30,RM,60,6180,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm
1136,SC50,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1137,SC50,RL,54,6342,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
1138,SC20,RL,0,9819,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm
1139,SC30,RL,98,8731,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
1140,SC20,RL,60,7350,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
1141,SC60,RL,0,10304,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm
1142,SC60,RL,77,9965,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1143,SC20,RL,0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1144,SC190,RL,60,12180,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1145,SC50,RM,52,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
1146,SC20,RL,0,11200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1147,SC70,RL,75,12000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1148,SC50,RM,0,5700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1149,SC70,RM,50,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
1150,SC20,RL,57,8280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1151,SC20,RL,134,17755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1152,SC20,RL,90,14115,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1153,SC30,RM,0,5890,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm
1154,SC60,RL,0,13700,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1155,SC20,RL,90,10768,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm
1156,SC80,RL,85,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1157,SC120,RL,34,5001,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1158,SC20,RL,92,11932,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm
1159,SC60,RL,76,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1160,SC160,RL,24,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
1161,SC20,RL,0,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm
1162,SC20,RL,109,8724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1163,SC90,RL,60,12900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
1164,SC80,RL,0,16157,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm
1165,SC20,RL,79,9541,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
1166,SC20,RL,64,10475,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1167,SC60,RL,58,10852,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
1168,SC70,RL,120,13728,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
1169,SC60,RL,118,35760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
1170,SC80,RL,76,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
1171,SC20,RL,76,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1172,SC160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
1173,SC50,RL,138,18030,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm
1174,SC70,RL,80,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
1175,SC50,RL,85,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
1176,SC20,RL,37,6951,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm
1177,SC50,RM,0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm
1178,SC50,RL,54,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm
1179,SC20,RL,77,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
1180,SC60,RL,0,11170,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
1181,SC120,RM,64,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
1182,SC60,RL,160,15623,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
1183,SC30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1184,SC20,RL,50,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm
1185,SC50,RL,60,9738,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1186,SC190,RL,107,10615,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery
1187,SC20,RL,89,12461,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
1188,SC60,RL,68,8935,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1189,SC60,RL,60,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1190,SC190,RL,0,32463,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm
1191,SC160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
1192,SC50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
1193,SC120,RM,0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm
1194,SC60,RL,80,9364,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
1195,SC60,RL,51,8029,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1196,SC60,RL,58,14054,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
1197,SC75,RM,65,8850,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm
1198,SC20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1199,SC20,RL,75,11235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1200,SC20,RL,71,9353,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1201,SC60,RL,80,10400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
1202,SC50,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm
1203,SC20,RL,75,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1204,SC20,RL,78,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
1205,SC20,RL,90,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm
1206,SC20,RH,0,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1207,SC20,RL,70,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
1208,SC20,RL,70,7763,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1209,SC20,RL,85,10182,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm
1210,SC60,RL,70,11218,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
1211,SC50,RL,152,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm
1212,SC30,RL,50,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
1213,SC80,RL,0,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm
1214,SC85,RL,69,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
1215,SC20,RL,99,7094,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
1216,SC90,RM,68,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm
